last_name,first_name,total
COTTAM,Christine,22.22
POWELL,Haylie,21.65
CRIADO,OLIVA,21.53
GAUTIER,Maria,21.28
SAKAOGLU,Melis,20.51
BERTRAN,Aldana,20.37
BRUGGEMAN,Lore,19.75
RIBEIRO,Mati,19.2
SECOURS,Samantha,19.0
ALVAREZ,Jazmin,17.44
LEDINGHAM,Ella,16.73
LIAO,Yun-yi,15.44
MORALES,Vianez,15.41
TURNER,Felicity,14.5
ARIAS,Maria,13.37
YU,Ruo,10.92
MEANS,Christiana,10.85
LAN,Junyi,9.23
BRAMLEY,Natalie,8.51
ROJAS,Cote,7.44
HA,Siye,6.4
CHIANG,Chun-ya,6.33
MCCUBBIN,Meghan,6.03
PLACEK,Julia,5.7
COSTA,Rafaela,3.02
SERNA,Cindy,1.9
MATSUMOTO,Ibuki,65.23
ITO,Miyu,53.62
YOSHIZAWA,Coco,48.9
NAKAYAMA,Funa,47.03
LOVELACE,Liv,44.44
CUI,Chenxi,43.45
OLDENBEUVING,Keet,42.21
TEROL,Daniela,41.4
ZWETSLOOT,Roos,40.62
SUKASEM,Vareeraya,40.15
BONE,Zuzanna,39.21
LOUVET,Jerômine,39.12
READY,Jessica,38.37
UEMURA,Aoi,38.35
HYM,Charlotte,38.14
BRODER,Liv,37.16
LANZI,Asia,36.74
LUNDMARK,Vilja,36.14
SCHOONHEERE,Lucie,36.12
DURAN,Mariah,36.07
NAKAJIMA,Nonoka,36.01
GABRIELA,Marina,35.21
LARRAÑAGA,Sara,35.04
ZHU,Yuanling,34.91
FUJISAWA,Nanaka,33.41
GILLET,Agathe,33.14
CHOROMANSKA,Weronika,32.29
AVILA,Isabelly,31.63
ZENG,Wenhui,31.44
COOLEN,Mila,31.22
ZACKOVA,Laura,29.99
KRAUEL,Valentina,29.3
SUIARA,Kemily,28.54
ONISHI,Nanami,28.36
MAZETTO,Gabi,27.58
SUGIMOTO,Niko,27.21
JACOBS,Candy,26.54
ZHANG,Yan,25.33
GONZALEZ,Julieta,24.56
PETRIC,Valentina,24.21
AWUAH,Boipelo,23.82
DIDAL,Margie,23.54
KAROLINA,Carla,23.11
COTTAM,Christine,22.22
POWELL,Haylie,21.65
CRIADO,OLIVA,21.53
GAUTIER,Maria,21.28
SAKAOGLU,Melis,20.51
BERTRAN,Aldana,20.37
BRUGGEMAN,Lore,19.75
RIBEIRO,Mati,19.2
SECOURS,Samantha,19.0
ALVAREZ,Jazmin,17.44
LEDINGHAM,Ella,16.73
LIAO,Yun-yi,15.44
MORALES,Vianez,15.41
TURNER,Felicity,14.5
ARIAS,Maria,13.37
YU,Ruo,10.92
MEANS,Christiana,10.85
LAN,Junyi,9.23
BRAMLEY,Natalie,8.51
ROJAS,Cote,7.44
HA,Siye,6.4
CHIANG,Chun-ya,6.33
MCCUBBIN,Meghan,6.03
PLACEK,Julia,5.7
COSTA,Rafaela,3.02
SERNA,Cindy,1.9
GRANADOS,Itzel,0.4
last_name,first_name,total
COVELL,Chloe,78.73
LEAL,Rayssa,76.45
CUI,Chenxi,71.0
NISHIYA,Momiji,70.27
AKAMA,Liz,69.38
ITO,Miyu,66.37
ODA,Yumeka,65.37
MATSUMOTO,Ibuki,65.06
NAKAYAMA,Funa,64.43
YOSHIZAWA,Coco,63.26
FUJISAWA,Nanaka,62.29
NAKAJIMA,Nonoka,60.11
ZWETSLOOT,Roos,58.55
SCHOONHEERE,Lucie,54.88
LOVELACE,Liv,53.88
READY,Jessica,53.0
TEROL,Daniela,51.27
BRODER,Liv,48.19
CHOROMANSKA,Weronika,44.46
SUKASEM,Vareeraya,43.47
LUNDMARK,Vilja,41.9
OLDENBEUVING,Keet,41.62
UEMURA,Aoi,40.32
GABRIELA,Marina,39.24
GILLET,Agathe,36.91
HYM,Charlotte,34.4
DURAN,Mariah,32.26
LARRAÑAGA,Sara,28.02
LANZI,Asia,24.16
COVELL,Chloe,78.73
LEAL,Rayssa,76.45
CUI,Chenxi,71.0
NISHIYA,Momiji,70.27
AKAMA,Liz,69.38
ITO,Miyu,66.37
ODA,Yumeka,65.37
MATSUMOTO,Ibuki,65.06
NAKAYAMA,Funa,64.43
YOSHIZAWA,Coco,63.26
FUJISAWA,Nanaka,62.29
NAKAJIMA,Nonoka,60.11
ZWETSLOOT,Roos,58.55
SCHOONHEERE,Lucie,54.88
LOVELACE,Liv,53.88
READY,Jessica,53.0
TEROL,Daniela,51.27
BRODER,Liv,48.19
CHOROMANSKA,Weronika,44.46
SUKASEM,Vareeraya,43.47
LUNDMARK,Vilja,41.9
OLDENBEUVING,Keet,41.62
UEMURA,Aoi,40.32
GABRIELA,Marina,39.24
GILLET,Agathe,36.91
HYM,Charlotte,34.4
DURAN,Mariah,32.26
LARRAÑAGA,Sara,28.02
LANZI,Asia,24.16
ZHU,Yuanling,15.77
BONE,Zuzanna,8.27
LOUVET,Jerômine,7.06
last_name,first_name,total
COVELL,Chloe,93.49
LEAL,Rayssa,85.41
CUI,Chenxi,82.99
MATSUMOTO,Ibuki,82.24
AKAMA,Liz,78.42
YOSHIZAWA,Coco,74.95
FUJISAWA,Nanaka,70.16
ITO,Miyu,68.63
ODA,Yumeka,68.05
NISHIYA,Momiji,66.12
ZWETSLOOT,Roos,64.85
SCHOONHEERE,Lucie,62.1
LOVELACE,Liv,48.92
READY,Jessica,39.11
NAKAYAMA,Funa,33.14
NAKAJIMA,Nonoka,11.26
last_name,first_name,total
COVELL,Chloe,93.49
LEAL,Rayssa,85.41
CUI,Chenxi,82.99
MATSUMOTO,Ibuki,82.24
AKAMA,Liz,78.42
YOSHIZAWA,Coco,74.95
FUJISAWA,Nanaka,70.16
ITO,Miyu,68.63
ODA,Yumeka,68.05
NISHIYA,Momiji,66.12
ZWETSLOOT,Roos,64.85
SCHOONHEERE,Lucie,62.1
LOVELACE,Liv,48.92
READY,Jessica,39.11
NAKAYAMA,Funa,33.14
NAKAJIMA,Nonoka,11.26
last_name,first_name,total
GIRAUD,Aurelien,269.33
RIBEIRO,Gustavo,267.38
ONODERA,Ginwoo,263.04
HOEFLER,Kelvin,248.59
TURY,Richard,245.42
EATON,Jagger,179.15
JOSLIN,Chris,179.08
SHIRAI,Sora,155.78
GONZALEZ,ORTIZ,236.6
MATSUMOTO,Kairi,236.46
DECENZO,Ryan,231.43
GARBACCIO,Joseph,230.92
CARO,Angelo,213.72
MIDLER,Alexander,198.96
VIANNA,Giovanni,151.75
SASAKI,Toa,139.7
SOMMER,Justin,64.81
DELL,OLIO,64.42
KROON,Koffe,62.77
COLLYER,Rome,62.7
BERGER,Matt,61.82
NEVES,Eduardo,59.65
NETSUKE,Kairi,58.4
ZEHNDER,Kilian,57.48
JORDAN,Dashawn,56.82
Monteiro,Ivan,56.07
RABELO,Lucas,54.71
IGLESIAS,Mauro,53.71
MILOU,Vincent,49.68
GARZA,DE,49.33
TUESTA,Deivid,46.44
AQUILA,Agustin,44.05
SANTIAGO,Manny,56.36
RIBEIRO,Gabriel,55.5
YAMAZUKI,Aimu,54.15
HORIGOME,Yuto,53.68
PAPA,Micky,53.42
GUSTAVO,Felipe,52.9
PURCELL,John,52.67
RIBEIRO,Carlos,50.8
GIRAUD,Aurelien,269.33
RIBEIRO,Gustavo,267.38
ONODERA,Ginwoo,263.04
HOEFLER,Kelvin,248.59
TURY,Richard,245.42
EATON,Jagger,179.15
JOSLIN,Chris,179.08
SHIRAI,Sora,155.78
GONZALEZ,ORTIZ,236.6
MATSUMOTO,Kairi,236.46
DECENZO,Ryan,231.43
GARBACCIO,Joseph,230.92
CARO,Angelo,213.72
MIDLER,Alexander,198.96
VIANNA,Giovanni,151.75
SASAKI,Toa,139.7
SOMMER,Justin,64.81
DELL,OLIO,64.42
KROON,Koffe,62.77
COLLYER,Rome,62.7
BERGER,Matt,61.82
NEVES,Eduardo,59.65
NETSUKE,Kairi,58.4
ZEHNDER,Kilian,57.48
JORDAN,Dashawn,56.82
Monteiro,Ivan,56.07
RABELO,Lucas,54.71
IGLESIAS,Mauro,53.71
MILOU,Vincent,49.68
GARZA,DE,49.33
TUESTA,Deivid,46.44
AQUILA,Agustin,44.05
SANTIAGO,Manny,56.36
RIBEIRO,Gabriel,55.5
YAMAZUKI,Aimu,54.15
HORIGOME,Yuto,53.68
PAPA,Micky,53.42
GUSTAVO,Felipe,52.9
PURCELL,John,52.67
RIBEIRO,Carlos,50.8
FYNN,Tommy,50.14
BELLIDO,Pool,50.04
HOBAN,Braden,49.95
DECUNHA,Alex,49.07
YUKITO,Aoki,48.89
WIJIDJARUNG,Napat,48.28
ILARDI,Jake,48.11
WOOLLEY,Daniel,47.59
CRAWFORD,Lazer,47.31
SANDIFORD,Shay,47.18
MOTA,Filipe,46.48
MORAGUES,COLL,46.33
HABANEC,Maxim,46.24
ERKELAND,Remco,44.22
AGUILAR,Gabryel,44.07
FERRERO,SPENCER,43.79
ZHANG,Jie,43.07
COLA,Giuseppe,42.63
GARCIA,Benjamin,42.29
SAMPAOKANG,Attapon,42.11
VALJALO,Brandon,41.68
WINBERG,Hampus,41.31
LUCAS,Joao,41.0
SENRA,Bruno,40.85
RAVAIL,Lawrence,40.84
NELNER,Tom,40.0
BRUNCLAIR,Beau,39.18
MEZA,Oscar,38.92
TEIXEIRA,Pacal,38.34
FIGUEROA,MEDINA,38.21
SUANES,Diego,38.08
PORNCHAISUREE,Jirasin,38.03
TANGERUD,Fredrik,37.95
DAATER,Jonas,37.3
HUTOMO,Basral,37.02
MARQUEZ,GRIMAN,36.62
ROSENZVAIG,Sticky,36.57
MÖLLER,Mika,36.46
HÆGELAND,Simen,36.33
SILAS,Vitus,36.11
SETINAS,Christopher,36.04
EXENBERGER,Santino,35.67
PFEIFFER,Lennox,35.46
ONEILL,Shane,34.82
SU,Jianjun,34.41
CORIA,Brayan,34.41
RISVAD,Alexander,34.36
PUIGDOLLERS,Carlos,33.99
AVILA,LEON,33.82
MARKLAND,Matthew,33.44
PHAM,Denny,33.18
GIRAUD,Aurelien,269.33
RIBEIRO,Gustavo,267.38
ONODERA,Ginwoo,263.04
HOEFLER,Kelvin,248.59
TURY,Richard,245.42
EATON,Jagger,179.15
JOSLIN,Chris,179.08
SHIRAI,Sora,155.78
GONZALEZ,ORTIZ,236.6
MATSUMOTO,Kairi,236.46
DECENZO,Ryan,231.43
GARBACCIO,Joseph,230.92
CARO,Angelo,213.72
MIDLER,Alexander,198.96
VIANNA,Giovanni,151.75
SASAKI,Toa,139.7
SOMMER,Justin,64.81
DELL,OLIO,64.42
KROON,Koffe,62.77
COLLYER,Rome,62.7
BERGER,Matt,61.82
NEVES,Eduardo,59.65
NETSUKE,Kairi,58.4
ZEHNDER,Kilian,57.48
JORDAN,Dashawn,56.82
Monteiro,Ivan,56.07
RABELO,Lucas,54.71
IGLESIAS,Mauro,53.71
MILOU,Vincent,49.68
GARZA,DE,49.33
TUESTA,Deivid,46.44
AQUILA,Agustin,44.05
SANTIAGO,Manny,56.36
RIBEIRO,Gabriel,55.5
YAMAZUKI,Aimu,54.15
HORIGOME,Yuto,53.68
PAPA,Micky,53.42
GUSTAVO,Felipe,52.9
PURCELL,John,52.67
RIBEIRO,Carlos,50.8
FYNN,Tommy,50.14
BELLIDO,Pool,50.04
HOBAN,Braden,49.95
DECUNHA,Alex,49.07
YUKITO,Aoki,48.89
WIJIDJARUNG,Napat,48.28
ILARDI,Jake,48.11
WOOLLEY,Daniel,47.59
CRAWFORD,Lazer,47.31
SANDIFORD,Shay,47.18
MOTA,Filipe,46.48
MORAGUES,COLL,46.33
HABANEC,Maxim,46.24
ERKELAND,Remco,44.22
AGUILAR,Gabryel,44.07
FERRERO,SPENCER,43.79
ZHANG,Jie,43.07
COLA,Giuseppe,42.63
GARCIA,Benjamin,42.29
SAMPAOKANG,Attapon,42.11
VALJALO,Brandon,41.68
WINBERG,Hampus,41.31
LUCAS,Joao,41.0
SENRA,Bruno,40.85
RAVAIL,Lawrence,40.84
NELNER,Tom,40.0
BRUNCLAIR,Beau,39.18
MEZA,Oscar,38.92
TEIXEIRA,Pacal,38.34
FIGUEROA,MEDINA,38.21
SUANES,Diego,38.08
PORNCHAISUREE,Jirasin,38.03
TANGERUD,Fredrik,37.95
DAATER,Jonas,37.3
HUTOMO,Basral,37.02
MARQUEZ,GRIMAN,36.62
ROSENZVAIG,Sticky,36.57
MÖLLER,Mika,36.46
HÆGELAND,Simen,36.33
SILAS,Vitus,36.11
SETINAS,Christopher,36.04
EXENBERGER,Santino,35.67
PFEIFFER,Lennox,35.46
ONEILL,Shane,34.82
SU,Jianjun,34.41
CORIA,Brayan,34.41
RISVAD,Alexander,34.36
PUIGDOLLERS,Carlos,33.99
AVILA,LEON,33.82
MARKLAND,Matthew,33.44
PHAM,Denny,33.18
NAVRATIL,Jan,32.67
CHRISTENSEN,Mads,32.58
DE,JAEGER,31.36
SZALAK,Filip,31.36
PRAMAN,Patrick,31.32
FLORES,Christian,31.26
HINSON,Joe,30.96
KARLSSON,Simon,30.03
PAN,Jiajie,30.0
OMAÑA,Héctor,29.87
HENAO,MEJIA,29.14
POLANIA,Juan,28.88
ANDERBERG,Oscar,28.4
TEIXEIRA,Madu,28.24
SIANGOUENG,Thawatchai,28.24
CAIZZA,Andrea,27.6
ABUHASIRA,Dor,27.54
BRUNVATNE,Petter,26.98
COSTA,DA,26.92
IKE,Keyaki,26.53
JAKES,Vilem,26.35
LUU,David,26.35
GUILHERME,Zenildo,26.08
PEK,Martin,25.55
ESTEHMAMI,Arian,25.44
TERRELL,Yakov,24.85
BATAN,Rio,24.18
DE,HAAN,23.72
CARLSSON,Jonas,23.23
ORTIZ,REYES,22.93
PANUGALINOG,John,22.77
ORTIZ,GARCIA,19.49
COSSA,Noel,19.15
ARAÚJO,Pedro,18.81
STRICKER,Simon,18.4
GUO,Jiahui,18.34
IMRAMOVSKÝ,Jakub,18.26
ARENS,Jost,18.1
DESJARDINS,Morgan,17.94
LIN,Chia,17.05
DE,CASTRO,16.84
BEROUAYEL,Amine,16.46
RAHMAN,Feroze,16.3
JEONG,Jihoon,16.25
CHEN,Chun-an,15.32
AHMED,GAMAL,15.27
SALDOU,Jean,14.9
KOVSHI,Snir,14.55
LUO,Yang,14.43
CHANDE,Mukuka,14.22
GIRAUD,Aurelien,269.33
RIBEIRO,Gustavo,267.38
ONODERA,Ginwoo,263.04
HOEFLER,Kelvin,248.59
TURY,Richard,245.42
EATON,Jagger,179.15
JOSLIN,Chris,179.08
SHIRAI,Sora,155.78
GONZALEZ,ORTIZ,236.6
MATSUMOTO,Kairi,236.46
DECENZO,Ryan,231.43
GARBACCIO,Joseph,230.92
CARO,Angelo,213.72
MIDLER,Alexander,198.96
VIANNA,Giovanni,151.75
SASAKI,Toa,139.7
SOMMER,Justin,64.81
DELL,OLIO,64.42
KROON,Koffe,62.77
COLLYER,Rome,62.7
BERGER,Matt,61.82
NEVES,Eduardo,59.65
NETSUKE,Kairi,58.4
ZEHNDER,Kilian,57.48
JORDAN,Dashawn,56.82
Monteiro,Ivan,56.07
RABELO,Lucas,54.71
IGLESIAS,Mauro,53.71
MILOU,Vincent,49.68
GARZA,DE,49.33
TUESTA,Deivid,46.44
AQUILA,Agustin,44.05
SANTIAGO,Manny,56.36
RIBEIRO,Gabriel,55.5
YAMAZUKI,Aimu,54.15
HORIGOME,Yuto,53.68
PAPA,Micky,53.42
GUSTAVO,Felipe,52.9
PURCELL,John,52.67
RIBEIRO,Carlos,50.8
FYNN,Tommy,50.14
BELLIDO,Pool,50.04
HOBAN,Braden,49.95
DECUNHA,Alex,49.07
YUKITO,Aoki,48.89
WIJIDJARUNG,Napat,48.28
ILARDI,Jake,48.11
WOOLLEY,Daniel,47.59
CRAWFORD,Lazer,47.31
SANDIFORD,Shay,47.18
MOTA,Filipe,46.48
MORAGUES,COLL,46.33
HABANEC,Maxim,46.24
ERKELAND,Remco,44.22
AGUILAR,Gabryel,44.07
FERRERO,SPENCER,43.79
ZHANG,Jie,43.07
COLA,Giuseppe,42.63
GARCIA,Benjamin,42.29
SAMPAOKANG,Attapon,42.11
VALJALO,Brandon,41.68
WINBERG,Hampus,41.31
LUCAS,Joao,41.0
SENRA,Bruno,40.85
RAVAIL,Lawrence,40.84
NELNER,Tom,40.0
BRUNCLAIR,Beau,39.18
MEZA,Oscar,38.92
TEIXEIRA,Pacal,38.34
FIGUEROA,MEDINA,38.21
SUANES,Diego,38.08
PORNCHAISUREE,Jirasin,38.03
TANGERUD,Fredrik,37.95
DAATER,Jonas,37.3
HUTOMO,Basral,37.02
MARQUEZ,GRIMAN,36.62
ROSENZVAIG,Sticky,36.57
MÖLLER,Mika,36.46
HÆGELAND,Simen,36.33
SILAS,Vitus,36.11
SETINAS,Christopher,36.04
EXENBERGER,Santino,35.67
PFEIFFER,Lennox,35.46
ONEILL,Shane,34.82
SU,Jianjun,34.41
CORIA,Brayan,34.41
RISVAD,Alexander,34.36
PUIGDOLLERS,Carlos,33.99
AVILA,LEON,33.82
MARKLAND,Matthew,33.44
PHAM,Denny,33.18
NAVRATIL,Jan,32.67
CHRISTENSEN,Mads,32.58
DE,JAEGER,31.36
SZALAK,Filip,31.36
PRAMAN,Patrick,31.32
FLORES,Christian,31.26
HINSON,Joe,30.96
KARLSSON,Simon,30.03
PAN,Jiajie,30.0
OMAÑA,Héctor,29.87
HENAO,MEJIA,29.14
POLANIA,Juan,28.88
ANDERBERG,Oscar,28.4
TEIXEIRA,Madu,28.24
SIANGOUENG,Thawatchai,28.24
CAIZZA,Andrea,27.6
ABUHASIRA,Dor,27.54
BRUNVATNE,Petter,26.98
COSTA,DA,26.92
IKE,Keyaki,26.53
JAKES,Vilem,26.35
LUU,David,26.35
GUILHERME,Zenildo,26.08
PEK,Martin,25.55
ESTEHMAMI,Arian,25.44
TERRELL,Yakov,24.85
BATAN,Rio,24.18
DE,HAAN,23.72
CARLSSON,Jonas,23.23
ORTIZ,REYES,22.93
PANUGALINOG,John,22.77
ORTIZ,GARCIA,19.49
COSSA,Noel,19.15
ARAÚJO,Pedro,18.81
STRICKER,Simon,18.4
GUO,Jiahui,18.34
IMRAMOVSKÝ,Jakub,18.26
ARENS,Jost,18.1
DESJARDINS,Morgan,17.94
LIN,Chia,17.05
DE,CASTRO,16.84
BEROUAYEL,Amine,16.46
RAHMAN,Feroze,16.3
JEONG,Jihoon,16.25
CHEN,Chun-an,15.32
AHMED,GAMAL,15.27
SALDOU,Jean,14.9
KOVSHI,Snir,14.55
LUO,Yang,14.43
CHANDE,Mukuka,14.22
VRANIC,Bruno,14.17
ESHMATOV,Alfiruz,14.02
FERREIRAS,Albert,13.78
KEÏTA,Karim,13.31
LUNGU,Charlie,13.16
CHOI,Eugene,12.47
SETSETSE,Theo,12.33
JO,Sungmin,12.04
CAMPBELL,Dani,11.87
SURANA,Shubham,11.0
NAING,Htet,10.53
SICHANDE,Innocent,10.39
HANGARGEKAR,Satyam,10.04
BIN,Snoo,8.82
BALHARA,Shivam,8.58
RAI,Basanta,8.41
RURUA,Luka,8.33
RUEANGSRI,Athiwat,7.03
MEZENOV,Artyom,6.68
BUKENYA,Brian,6.56
SZEPVOLGYI,David,6.2
GUDAC,Domagoj,5.22
TIAN,Jiaxing,4.88
ABDULRAHMAN,Saif,4.4
MWESIGWA,Douglas,4.1
HAJI,Ahmed,3.11
BARDEWA,Gajendra,2.7
NAGIMOV,Rinat,1.4
BALOOSHI,Faheem,0.07
PACHECO,Walter,0.0
SALIMI,Mohammad,0.0
last_name,first_name,total
LEAL,Rayssa,255.58
COVELL,Chloe,253.51
NISHIYA,Momiji,253.3
AKAMA,Rizu,251.91
NAKAYAMA,Funa,240.79
MAZETTO,Gabriela,221.45
HEYN,Paige,211.71
ROSA,Pamela,126.52
ODA,Yumeka,199.21
LOVELACE,Liv,171.79
TEROL,Daniela,159.08
DURAN,Mariah,150.66
UEMURA,Aoi,136.61
POWELL,Haylie,122.73
NAKAJIMA,Nonoka,111.99
ZWETSLOOT,Roos,25.75
HYM,Charlotte,45.8
ÁLVAREZ,Jazmín,44.31
YOSHIZAWA,Coco,43.69
TURNER,Flic,42.84
HA,Siye,38.82
BERTRAN,Aldana,38.51
SECOURS,Samantha,36.66
JACOBS,Candy,34.43
LAN,Junyi,33.33
ARZUA,Ailin,33.08
OLDENBEUVING,Keet,31.68
MUÑOZ,Natalia,31.06
ZHANG,Yan,30.98
CUI,Chenxi,29.0
THORNTON,Catori,23.58
GABRIELA,Marina,21.75
ITO,Miyu,33.73
SILVA,Carla,32.25
GONZÁLEZ,Julieta,32.2
MICHAUD,Cerise,32.16
EBERT,Fay,31.77
PLACEK,Julia,31.58
AWUAH,Boipelo,30.83
BRUGGEMAN,Lore,30.5
LEAL,Rayssa,255.58
COVELL,Chloe,253.51
NISHIYA,Momiji,253.3
AKAMA,Rizu,251.91
NAKAYAMA,Funa,240.79
MAZETTO,Gabriela,221.45
HEYN,Paige,211.71
ROSA,Pamela,126.52
ODA,Yumeka,199.21
LOVELACE,Liv,171.79
TEROL,Daniela,159.08
DURAN,Mariah,150.66
UEMURA,Aoi,136.61
POWELL,Haylie,122.73
NAKAJIMA,Nonoka,111.99
ZWETSLOOT,Roos,25.75
HYM,Charlotte,45.8
ÁLVAREZ,Jazmín,44.31
YOSHIZAWA,Coco,43.69
TURNER,Flic,42.84
HA,Siye,38.82
BERTRAN,Aldana,38.51
SECOURS,Samantha,36.66
JACOBS,Candy,34.43
LAN,Junyi,33.33
ARZUA,Ailin,33.08
OLDENBEUVING,Keet,31.68
MUÑOZ,Natalia,31.06
ZHANG,Yan,30.98
CUI,Chenxi,29.0
THORNTON,Catori,23.58
GABRIELA,Marina,21.75
ITO,Miyu,33.73
SILVA,Carla,32.25
GONZÁLEZ,Julieta,32.2
MICHAUD,Cerise,32.16
EBERT,Fay,31.77
PLACEK,Julia,31.58
AWUAH,Boipelo,30.83
BRUGGEMAN,Lore,30.5
SCHOONHEERE,Lucie,30.25
BRUECKLER,Julia,29.07
GRANADOS,Itzel,28.73
LANZI,Asia,28.22
LUNDMARK,Vilja,27.94
GUY,Meagan,27.62
BAKOSOVA,Antonie,27.11
COTTAM,Christine,26.65
PETRIC,Valentina,26.33
ZENG,Wenhui,26.16
BUCHANAN,Daisy,26.12
CRIADO,OLIVA,24.17
MEANS,Christiana,23.71
ALMEIDA,Maria,23.24
MORALES,COLLAZO,23.05
LOUVET,Jeromine,22.31
RAMÍREZ,SÁNCHEZ,20.32
CEPEDA,Margarida,19.03
TONGKONG,Orapan,18.96
MUÑOZ,GONZALEZ,17.72
SERNA,Cindy,17.37
BONE,Zuzanna,16.92
GALANTE,Madalena,16.53
KNUDSEN,Constanze,16.32
RIBEIRO,Matilde,16.09
GARCIA,SANTIAGO,16.03
ARIAS,YEPEZ,16.0
LIAO,Yun-yi,15.29
SUIARA,Kemily,13.13
COSTA,Rafaela,12.85
ALSBIRK,Smilla,12.69
SAKAOGLU,Melis,10.27
BRAMLEY,Natalie,9.94
ARREDONDO,Pamela,9.74
STEENS,Christina,9.44
BALT,Maddy,9.33
MCCUBBIN,Meghan,6.96
LUGO,Vizuet,4.4
LYU-SI-GUN,Anna,3.3
EL,ALAOUI,3.02
PABALE,Urmila,2.98
SONAM,Nani,2.37
TAHBOUB,Maryah,2.03
RAI,Loriin,1.94
GAIKWAD,Shraddha,1.07
DIDAL,Margielyn,0.02
last_name,first_name,total
BROWN,Sky,90.83
HIRAKI,Kokona,86.66
YOSOZUMI,Sakura,85.15
KUSAKI,Hinano,84.5
WETTSTEIN,Bryce,84.4
TAMBLING,Lola,81.53
STESS,Minna,80.33
MARHOEFER,Grace,80.18
ASP,Yndiara,75.44
TREW,Ruby,72.0
OLIVEIRA,Raicca,68.0
STOEPHASIUS,Lilly,67.7
LASO,Naia,65.93
NAKAMURA,Kisa,62.83
MAKIBBIN,Carlin,59.16
BARRATT,Jordyn,56.16
LILLEY,Ruby,66.0
EBERT,Fay,65.23
TABOULET,Nana,64.6
TREW,Arisa,63.85
SANTANA,Jordan,63.5
TEZUKA,Mami,62.16
ERICKSON,Lillian,61.78
PEREIRA,Dora,60.41
BASSI,Victoria,58.66
CHO,Hyunju,56.16
BENEDETTI,Julia,54.16
JOHNSEY,Harlow,40.63
OGAWA,Kihana,31.6
OLSEN,Poppy,29.43
ALEXANDRE,Emilie,28.0
PACHECO,Isadora,24.93
FESSL,Alisa,46.3
SIRVIO,Heili,45.66
HEATH,Charlotte,45.3
SUGAWARA,Mei,44.04
LIN,Yi-fan,43.16
TONISSI,Nanda,41.5
RUSSI,Nico,40.83
LEGUIZAMON,Erica,40.0
BROWN,Sky,90.83
HIRAKI,Kokona,86.66
YOSOZUMI,Sakura,85.15
KUSAKI,Hinano,84.5
WETTSTEIN,Bryce,84.4
TAMBLING,Lola,81.53
STESS,Minna,80.33
MARHOEFER,Grace,80.18
ASP,Yndiara,75.44
TREW,Ruby,72.0
OLIVEIRA,Raicca,68.0
STOEPHASIUS,Lilly,67.7
LASO,Naia,65.93
NAKAMURA,Kisa,62.83
MAKIBBIN,Carlin,59.16
BARRATT,Jordyn,56.16
LILLEY,Ruby,66.0
EBERT,Fay,65.23
TABOULET,Nana,64.6
TREW,Arisa,63.85
SANTANA,Jordan,63.5
TEZUKA,Mami,62.16
ERICKSON,Lillian,61.78
PEREIRA,Dora,60.41
BASSI,Victoria,58.66
CHO,Hyunju,56.16
BENEDETTI,Julia,54.16
JOHNSEY,Harlow,40.63
OGAWA,Kihana,31.6
OLSEN,Poppy,29.43
ALEXANDRE,Emilie,28.0
PACHECO,Isadora,24.93
FESSL,Alisa,46.3
SIRVIO,Heili,45.66
HEATH,Charlotte,45.3
SUGAWARA,Mei,44.04
LIN,Yi-fan,43.16
TONISSI,Nanda,41.5
RUSSI,Nico,40.83
LEGUIZAMON,Erica,40.0
MAO,Jiasi,39.33
LARCHERON,Madeleine,38.5
STRACHAN,Lilly,37.76
VICENTE,Lua,37.74
SUGAWARA,Rui,37.0
MORALES,DEL,37.0
ZARATTINI,Lucrezia,35.66
AGUILAR,ARISTA,34.06
MEYERS,Taniah,34.03
ANTUNES,Emily,33.83
WILSON,Aaliyah,33.0
JOHNS,Zahra,29.23
GWAK,Minji,28.25
GODOY,Sofia,27.86
HJERTBERG,Hedda,26.46
LI,Yujuan,26.23
ARZUA,Ailin,26.0
TAPIA,Josefina,25.76
OJEDA,MARTINEZ,20.85
SHI,Jiangmei,19.58
CINTA,Bunga,13.33
ZHANG,Hongfei,11.96
FRASER,Kaede,10.2
VAZQUEZ,Jesica,4.06
last_name,first_name,total
GIRAUD,Aurelien,269.33
RIBEIRO,Gustavo,267.38
ONODERA,Ginwoo,263.04
HOEFLER,Kelvin,248.59
TURY,Richard,245.42
EATON,Jagger,179.15
JOSLIN,Chris,179.08
SHIRAI,Sora,155.78
last_name,first_name,total
EATON,Jagger,83.15
ONODERA,Ginwoo,74.91
MIDLER,Alexander,73.03
TURY,Richard,72.55
GARBACCIO,Joseph,72.07
JOSLIN,Chris,71.11
BERGER,Matt,70.05
DECENZO,Ryan,69.4
SASAKI,Toa,68.75
SHIRAI,Sora,67.45
JORDAN,Dashawn,67.03
MILOU,Vincent,66.36
GONZALEZ,ORTIZ,65.28
GARZA,DE,65.22
VIANNA,Giovanni,64.25
MATSUMOTO,Kairi,63.04
SOMMER,Justin,62.23
KROON,Koffe,61.37
ZEHNDER,Kilian,60.0
NETSUKE,Kairi,59.64
COLLYER,Rome,59.0
AQUILA,Agustin,58.96
TUESTA,Deivid,58.86
Monteiro,Ivan,58.72
CARO,Angelo,58.47
NEVES,Eduardo,57.44
RABELO,Lucas,56.81
HOEFLER,Kelvin,56.43
EATON,Jagger,83.15
ONODERA,Ginwoo,74.91
MIDLER,Alexander,73.03
